phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity
ocean breeze,ocean,breeze,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
ocean floor,ocean,floor,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
ocean side,ocean,side,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
ocean view,ocean,view,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
ocean water,ocean,water,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
ocean wave,ocean,wave,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
off chance,off,chance,medium,5.0,6.0,1,0.4,abstract,neutral,thought,20.0,1,4
off day,off,day,medium,5.2,6.2,1,1.0,concrete,neutral,time,20.0,1,4
office building,office,building,medium,5.6,6.6,1,1.0,concrete,neutral,work,20.0,1,4
office chair,office,chair,medium,5.6,6.6,1,1.0,concrete,neutral,work,20.0,1,4
office desk,office,desk,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
office hours,office,hours,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
office manager,office,manager,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
office party,office,party,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
office phone,office,phone,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
office space,office,space,medium,5.6,6.6,2,1.0,concrete,neutral,work,20.0,1,4
office supply,office,supply,medium,5.4,6.4,2,1.0,concrete,neutral,work,20.0,1,4
office worker,office,worker,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
oil change,oil,change,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
oil filter,oil,filter,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
oil pump,oil,pump,medium,5.0,6.0,1,1.0,concrete,neutral,object,20.0,1,4
old car,old,car,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
old friend,old,friend,medium,5.6,6.6,2,1.0,concrete,neutral,social,20.0,1,4
old news,old,news,medium,5.4,6.4,1,0.7,abstract,neutral,communication,20.0,1,4
old way,old,way,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
olive oil,olive,oil,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
on sale,on,sale,high,5.8,6.8,1,1.0,concrete,neutral,commerce,20.0,1,4
on the way,on,the,high,5.8,6.8,1,0.6,abstract,neutral,action,20.0,1,4
one stop,one,stop,medium,5.4,6.4,1,0.8,concrete,neutral,commerce,20.0,1,4
one way,one,way,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
onion ring,onion,ring,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
onion soup,onion,soup,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
online order,online,order,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
online shopping,online,shopping,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
open field,open,field,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
open market,open,market,medium,5.2,6.2,2,0.7,concrete,neutral,commerce,20.0,1,4
open mind,open,mind,medium,5.4,6.4,2,0.4,abstract,positive,thought,20.0,1,4
open road,open,road,medium,5.4,6.4,1,0.8,concrete,neutral,transport,20.0,1,4
opening night,opening,night,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
opt out,opt,out,medium,5.2,6.2,1,0.4,abstract,neutral,action,20.0,1,4
orange juice,orange,juice,high,6.2,7.4,1,1.0,concrete,neutral,drink,20.0,1,4
orange peel,orange,peel,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
orange slice,orange,slice,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
order form,order,form,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
order number,order,number,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
other side,other,side,medium,5.6,6.6,1,0.6,abstract,neutral,thought,20.0,1,4
other way,other,way,medium,5.6,6.6,1,0.6,abstract,neutral,action,20.0,1,4
out field,out,field,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
out of way,out,of,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
outside chance,outside,chance,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
over time,over,time,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
overnight shipping,overnight,shipping,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
own way,own,way,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
owner manual,owner,manual,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
oyster cracker,oyster,cracker,medium,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
pack horse,pack,horse,medium,5.5,5.7,1,1.0,concrete,neutral,animal,21.5,1,4
pack mule,pack,mule,medium,5.5,5.7,2,1.0,concrete,neutral,animal,20.0,1,4
package delivery,package,delivery,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
packing tape,packing,tape,high,5.5,5.7,1,1.0,concrete,neutral,household,24.5,1,4
paddle boat,paddle,boat,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
paid leave,paid,leave,medium,5.2,6.2,1,1.0,concrete,neutral,work,20.0,1,4
paid time,paid,time,medium,5.2,6.2,1,1.0,concrete,neutral,work,20.0,1,4
paint brush,paint,brush,medium,5.6,6.6,1,1.0,concrete,neutral,tool,20.0,1,4
paint can,paint,can,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
paint chip,paint,chip,medium,5.0,6.0,2,1.0,concrete,neutral,object,20.0,1,4
paint roller,paint,roller,medium,5.2,6.2,1,1.0,concrete,neutral,tool,20.0,1,4
paint set,paint,set,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
palm tree,palm,tree,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
pan handle,pan,handle,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
pancake batter,pancake,batter,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
paper bag,paper,bag,high,6.5,6.9,3,1.0,concrete,neutral,household,18.0,1,5
paper clip,paper,clip,medium,5.6,6.6,4,1.0,concrete,neutral,object,20.0,1,4
paper crane,paper,crane,medium,5.5,5.7,4,0.7,concrete,neutral,craft,38.0,4,4
paper cup,paper,cup,high,6.5,6.9,4,0.7,concrete,neutral,household,33.0,4,5
paper cut,paper,cut,high,6.5,6.9,4,0.7,concrete,neutral,object_neutral,33.0,4,5
paper file,paper,file,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
paper filter,paper,filter,medium,5.0,6.0,2,1.0,concrete,neutral,object,20.0,1,4
paper jam,paper,jam,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
paper napkin,paper,napkin,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
paper plane,paper,plane,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
paper plate,paper,plate,medium,5.6,6.6,2,1.0,concrete,neutral,object,20.0,1,4
paper shredder,paper,shredder,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
paper towel,paper,towel,high,6.5,6.9,2,0.7,concrete,neutral,household,26.0,2,5
paper trail,paper,trail,high,5.5,5.7,2,0.7,concrete,neutral,object_neutral,28.0,2,4
paper weight,paper,weight,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
paper work,paper,work,medium,5.6,6.6,2,0.7,concrete,neutral,work,20.0,1,4
park bench,park,bench,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
park entrance,park,entrance,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
park ranger,park,ranger,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
parking fee,parking,fee,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
parking garage,parking,garage,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
parking lot,parking,lot,high,5.8,6.8,1,1.0,concrete,neutral,transport,20.0,1,4
parking meter,parking,meter,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
parking space,parking,space,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
parking spot,parking,spot,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
parking ticket,parking,ticket,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
part number,part,number,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
part time,part,time,high,5.8,6.8,1,1.0,concrete,neutral,work,20.0,1,4
party dress,party,dress,medium,5.2,6.2,1,1.0,concrete,neutral,clothing,20.0,1,4
party favor,party,favor,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
party food,party,food,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
party game,party,game,medium,5.4,6.4,2,1.0,concrete,neutral,social,20.0,1,4
party guest,party,guest,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
party hat,party,hat,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
party host,party,host,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
party planner,party,planner,medium,5.2,6.2,1,1.0,concrete,neutral,job,20.0,1,4
party time,party,time,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
pass along,pass,along,medium,5.2,6.2,3,0.5,abstract,neutral,action,20.0,1,4
pass around,pass,around,medium,5.2,6.2,3,0.5,abstract,neutral,action,20.0,1,4
pass away,pass,away,medium,5.4,6.4,3,0.5,abstract,negative,action,20.0,1,4
pass down,pass,down,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
pass key,pass,key,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
pass on,pass,on,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
pass out,pass,out,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
pass word,pass,word,high,5.8,6.8,1,1.0,concrete,neutral,technology,20.0,1,4
passenger train,passenger,train,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
pasta dish,pasta,dish,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
pasta salad,pasta,salad,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
pasta sauce,pasta,sauce,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
pastry chef,pastry,chef,medium,5.2,6.2,1,1.0,concrete,neutral,job,20.0,1,4
patent number,patent,number,medium,5.0,6.0,1,1.0,concrete,neutral,commerce,20.0,1,4
path way,path,way,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
patio chair,patio,chair,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
patio door,patio,door,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
patio set,patio,set,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
patio table,patio,table,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
patrol car,patrol,car,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
pause button,pause,button,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
pave way,pave,way,medium,5.2,6.2,1,0.4,abstract,positive,action,20.0,1,4
pawn shop,pawn,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
pay back,pay,back,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
pay check,pay,check,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
pay day,pay,day,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
pay off,pay,off,medium,5.6,6.6,1,0.5,abstract,positive,action,20.0,1,4
pay raise,pay,raise,medium,5.4,6.4,3,1.0,concrete,neutral,work,20.0,1,4
pay rate,pay,rate,medium,5.4,6.4,3,1.0,concrete,neutral,work,20.0,1,4
pay roll,pay,roll,medium,5.4,6.4,3,1.0,concrete,neutral,work,20.0,1,4
pay scale,pay,scale,medium,5.2,6.2,2,1.0,concrete,neutral,work,20.0,1,4
pay stub,pay,stub,medium,5.4,6.4,2,1.0,concrete,neutral,work,20.0,1,4
pdf file,pdf,file,medium,5.4,6.4,1,1.0,concrete,neutral,technology,20.0,1,4
pea soup,pea,soup,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
peace of mind,peace,of,medium,5.2,6.2,1,0.4,abstract,positive,thought,20.0,1,4
peace sign,peace,sign,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
peach cobbler,peach,cobbler,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
peach pie,peach,pie,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
peach pit,peach,pit,high,5.5,5.7,2,1.0,concrete,neutral,food,20.0,1,4
peach tree,peach,tree,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
peanut butter,peanut,butter,high,6.2,7.4,1,1.0,concrete,neutral,food,20.0,1,4
peanut oil,peanut,oil,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
peanut shell,peanut,shell,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
pecan nut,pecan,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
pecan pie,pecan,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
pen holder,pen,holder,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
pen pal,pen,pal,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
pencil box,pencil,box,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
pencil case,pencil,case,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
pencil sharpener,pencil,sharpener,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
pep rally,pep,rally,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
pepper mill,pepper,mill,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
peppermint stick,peppermint,stick,low,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
perfect day,perfect,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
personal check,personal,check,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
pet door,pet,door,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
pet food,pet,food,medium,5.6,6.6,1,1.0,concrete,neutral,animal,20.0,1,4
pet store,pet,store,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
petty cash,petty,cash,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
phase out,phase,out,medium,5.2,6.2,1,0.4,abstract,neutral,action,20.0,1,4
phone book,phone,book,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
phone booth,phone,booth,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
phone call,phone,call,high,5.8,6.8,4,1.0,concrete,neutral,communication,20.0,1,4
phone case,phone,case,medium,5.6,6.6,4,1.0,concrete,neutral,object,20.0,1,4
phone charger,phone,charger,medium,5.6,6.6,4,1.0,concrete,neutral,object,20.0,1,4
phone conference,phone,conference,medium,5.2,6.2,4,1.0,concrete,neutral,work,20.0,1,4
phone line,phone,line,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
phone message,phone,message,medium,5.4,6.4,1,1.0,concrete,neutral,communication,20.0,1,4
phone number,phone,number,high,5.8,6.8,1,1.0,concrete,neutral,communication,20.0,1,4
phone order,phone,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
phone screen,phone,screen,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
phone stand,phone,stand,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
photo album,photo,album,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,23.0,1,4
photo booth,photo,booth,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
piano bench,piano,bench,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
piano key,piano,key,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
piano lesson,piano,lesson,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
piano player,piano,player,medium,5.2,6.2,1,1.0,concrete,neutral,job,20.0,1,4
piano stool,piano,stool,medium,5.5,5.7,1,1.0,concrete,neutral,music,23.0,1,4
piano teacher,piano,teacher,medium,5.2,6.2,1,1.0,concrete,neutral,job,20.0,1,4
pick up,pick,up,high,5.8,6.8,1,1.0,concrete,neutral,action,20.0,1,4
pickup truck,pickup,truck,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
picnic area,picnic,area,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
picnic basket,picnic,basket,medium,5.6,6.6,2,1.0,concrete,neutral,object,20.0,1,4
picnic blanket,picnic,blanket,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
picnic lunch,picnic,lunch,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
picnic table,picnic,table,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
picture book,picture,book,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
picture day,picture,day,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
picture frame,picture,frame,high,5.5,5.7,1,1.0,concrete,neutral,household,26.0,1,4
picture hook,picture,hook,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
pie crust,pie,crust,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
pie filling,pie,filling,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
pie plate,pie,plate,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
pie slice,pie,slice,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
pie tin,pie,tin,medium,5.0,6.0,1,1.0,concrete,neutral,object,20.0,1,4
piece of mind,piece,of,medium,5.0,6.0,1,0.4,abstract,neutral,thought,20.0,1,4
pile up,pile,up,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
pillow case,pillow,case,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
pillow top,pillow,top,low,5.0,6.0,1,1.0,concrete,neutral,household,20.0,1,4
pin down,pin,down,medium,5.2,6.2,1,0.4,abstract,neutral,action,20.0,1,4
pin number,pin,number,medium,5.4,6.4,1,1.0,concrete,neutral,technology,20.0,1,4
pine cone,pine,cone,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
pine forest,pine,forest,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
pine needle,pine,needle,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
pine nut,pine,nut,medium,5.2,6.2,2,1.0,concrete,neutral,food,20.0,1,4
pine tree,pine,tree,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
pipe down,pipe,down,medium,5.0,6.0,1,0.4,abstract,negative,communication,20.0,1,4
pipe wrench,pipe,wrench,medium,5.0,6.0,1,1.0,concrete,neutral,tool,20.0,1,4
pit stop,pit,stop,medium,5.5,5.7,1,1.0,concrete,neutral,transport,18.5,1,4
pitch in,pitch,in,medium,5.4,6.4,1,0.4,abstract,positive,action,20.0,1,4
pizza box,pizza,box,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
pizza crust,pizza,crust,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
pizza dough,pizza,dough,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
pizza party,pizza,party,medium,5.6,6.6,5,1.0,concrete,neutral,social,20.0,1,4
pizza sauce,pizza,sauce,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
pizza slice,pizza,slice,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
place card,place,card,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
place holder,place,holder,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
place mat,place,mat,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
place setting,place,setting,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
plain bagel,plain,bagel,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
plane ride,plane,ride,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
plane ticket,plane,ticket,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
plant pot,plant,pot,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
plant stand,plant,stand,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
plastic bag,plastic,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
plastic cup,plastic,cup,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
plastic wrap,plastic,wrap,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
plate glass,plate,glass,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,24.0,1,3
play along,play,along,medium,5.4,6.4,3,0.5,abstract,neutral,action,20.0,1,4
play area,play,area,medium,5.4,6.4,3,1.0,concrete,neutral,school,20.0,1,4
play around,play,around,medium,5.4,6.4,3,0.5,abstract,neutral,action,20.0,1,4
play date,play,date,medium,5.4,6.4,2,1.0,concrete,neutral,social,20.0,1,4
play down,play,down,medium,5.2,6.2,2,0.4,abstract,negative,communication,20.0,1,4
play ground,play,ground,high,5.8,6.8,2,1.0,concrete,neutral,school,20.0,1,4
play group,play,group,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
play mat,play,mat,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
play mate,play,mate,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
play room,play,room,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
play set,play,set,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
play time,play,time,medium,5.6,6.6,2,1.0,concrete,neutral,time,20.0,1,4
plug in,plug,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
plum tree,plum,tree,low,5.0,6.0,1,1.0,concrete,neutral,nature,20.0,1,4
plus sign,plus,sign,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
poached egg,poached,egg,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
pocket flap,pocket,flap,medium,5.5,5.7,1,1.0,concrete,neutral,clothing,23.0,1,4
pocket knife,pocket,knife,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
pocket watch,pocket,watch,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
point out,point,out,medium,5.6,6.6,1,0.5,abstract,neutral,communication,20.0,1,4
poker hand,poker,hand,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
pole barn,pole,barn,medium,5.0,5.0,1,1.0,concrete,neutral,architecture,21.0,1,3
pole vault,pole,vault,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
police car,police,car,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
pond water,pond,water,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
pool ball,pool,ball,medium,5.2,6.2,3,1.0,concrete,neutral,sports,20.0,1,4
pool chair,pool,chair,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
pool cue,pool,cue,medium,5.2,6.2,2,1.0,concrete,neutral,sports,20.0,1,4
pool deck,pool,deck,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
pool party,pool,party,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
pool stick,pool,stick,medium,5.0,6.0,3,1.0,concrete,neutral,sports,20.0,1,4
pool table,pool,table,high,5.5,5.7,2,1.0,concrete,neutral,household,21.5,1,4
pool towel,pool,towel,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
pop art,pop,art,medium,5.2,6.2,1,1.0,concrete,neutral,art,20.0,1,4
pop corn,pop,corn,high,5.8,6.8,1,1.0,concrete,neutral,food,20.0,1,4
pop in,pop,in,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
pop music,pop,music,medium,5.6,6.6,1,1.0,concrete,neutral,music,20.0,1,4
pop quiz,pop,quiz,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
pop song,pop,song,medium,5.4,6.4,1,1.0,concrete,neutral,music,20.0,1,4
poppy seed,poppy,seed,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
porch light,porch,light,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
porch step,porch,step,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
